feature,importance_fold_1,importance_fold_2,importance_fold_3,importance_fold_4,importance_fold_5,mean_importance_cv
bureau_amt_credit_sum_limit_loan_1,7.30521465622358e-05,6.769477740333762e-05,-5.716596962994647e-05,0.0004157374853139606,0.00018896480247896364,0.0001376566484257102
credit_active_sold_mean,-1.3945147698657401e-05,0.0002919220176749837,8.821137432215575e-05,0.00031108285617145184,1.235291295731411e-05,0.00013792480268544962
organization_type_Construction,0.00010107912410637355,3.041052861079141e-05,9.928512632055853e-05,0.0003322104187176267,0.0001366940766554192,0.00013993585488215388
amt_income_total,0.00020931068577485502,-0.00011011085196892534,0.00037449659171291395,-4.2432490698107726e-05,0.0002836522646435524,0.00014298323989285765
organization_type_Business Entity Type 3,8.449312030722744e-06,0.00014760458488745077,3.424547991581761e-06,0.00046735373153665715,0.00010270536218077719,0.00014590750772543792
ratio_credit_annuity_min,0.0002004577510077432,9.337032240108734e-05,0.0004853964886599949,-0.0001942292562081338,0.00014774023931405367,0.00014654710903494906
bureau_amt_annuity_loan_1,0.0001033909438113545,9.947748056891026e-05,0.0003108323317143613,0.00019935073268042557,2.9194322228764947e-05,0.00014844916220076333
ratio_credit_annuity_mean,0.00017425581915231358,-4.621533862534388e-05,0.0004238666827606652,0.00014370539654271486,4.692022405423657e-05,0.00014850655677691723
hour_apply_start,0.00018396988713156314,0.00011496003476483275,-0.0002139767930059211,0.0003005647545713419,0.0003806851669098998,0.0001532406100743433
bureau_ratio_debt_limit_loan_1,0.0001300850027698308,4.6111488743649785e-05,0.0003768258981677652,0.00029386126254620225,7.674168648375001e-06,0.00017091156417516464
credit_active_closed_mean,0.000574853347818416,-9.248242375541338e-05,0.00012602629244182762,0.0001713230413912914,7.607885247546964e-05,0.00017115982207431822
organization_type_School,7.11910567565477e-05,0.0002146362932861301,0.00023048285737696793,7.442075239256773e-05,0.0003141761812079702,0.00018098142820403672
id_curr_count,0.0001565945586737838,0.00012402602238221762,0.0003748755902505785,7.84423479861518e-05,0.00017305178914492903,0.00018139806168753213
credit_active_active_mean,9.425144047010558e-05,0.00028715098994478436,0.00028098387720600917,0.00021819217033773873,7.930485881233463e-05,0.00019197666735419448
days_enddate_fact_is_missing_sum,5.6470782105200176e-05,0.00040931164005186815,-3.523437346288905e-05,0.0006638202211087351,-6.513870042568204e-05,0.00020584591387544647
amt_annuity_std,0.0006461821573391146,7.552134701591662e-05,0.00017903005873447507,5.48177489354984e-05,0.00011216065183168311,0.00021354239277133759
bureau_balance_raw_length_loan_2,0.00032634307883336875,1.3883051893093246e-05,0.00014507578673523814,0.0006977930504751706,-0.00011009148180136652,0.00021460069722710088
def_60_cnt_social_circle,0.00023308838310489576,0.00017236225395402815,0.0001986155754417185,0.00022901254289950935,0.000247852089429812,0.00021618616896599275
building_score_max,0.0001250873610365355,-5.9527751477372884e-05,0.00022594129862953948,0.0005685698946622742,0.0002645482249040487,0.00022492380555100503
amt_credit_sum_limit_is_missing_sum,-3.772748437045337e-05,0.00044393290665254435,-2.0514455684028655e-05,0.00021668509799839254,0.0006046770167286386,0.00024141061626501868
name_contract_type,0.0001429159946922276,0.0001287995482195381,0.0003516838774768161,0.00011577227645189758,0.00047500355510328164,0.0002428350503887522
bureau_days_credit_enddate_first_cluster_values_loan_2,0.00028777444610781353,0.00019576809019536957,0.000324186498642498,0.00015272392012486425,0.00025567010412312906,0.0002432246118387349
days_enddate_fact_is_missing_mean,0.0010509711528832399,0.0,0.0002513713153843744,9.184469269449825e-05,-1.810461312485856e-05,0.00027521650956745085
credit_active_closed_sum,0.00020629832545853154,0.00020645427871743838,0.0004909312234244956,0.0003042687336880956,0.00025008687872780656,0.00029160788800327355
amt_credit_sum_debt_mean,0.00016277095009609166,0.0002258099695694016,0.0003146922640899552,0.0004740247481691551,0.00030143777512778855,0.0002957471414104784
organization_type_Self-employed,0.0002657928877983773,0.0003795938008587241,0.00024044637919591328,5.964159378764044e-05,0.0005603924234325097,0.00030117341701463296
balance_is_delincuency_sum_max,-6.664307430510607e-05,0.0006035787247393954,0.00039104976324673136,0.00010541940679429374,0.0004728715639712444,0.0003012552768893118
education_type_Secondary / secondary special,0.00011163255607860023,0.00036657402341240265,0.0006540012326303746,0.0002534458149127117,0.00019413148113882616,0.0003159570216345831
flag_not_live_city,0.00019348232217881735,0.00029866262443429826,0.0004269225815155986,0.00028444232807989245,0.00038450047801139584,0.00031760206684400044
amt_credit_sum_debt_max,0.0001849612787864885,0.0007651873412790166,0.00037911737614335637,-2.8751071737032062e-05,0.00029757070800517926,0.00031961712649540173
bureau_balance_amount_rows_with_activity_loan_2,0.000271768360033664,9.197744924445139e-05,0.00016516627795355455,0.00044941625178487323,0.0006286168535308168,0.00032138903850947203
have_amt_credit_sum_overdue_mean,0.00035922102353569407,0.00013211346575277006,0.0005027501250901567,4.154958826680932e-05,0.0006052752449451137,0.0003281818895181088
region_population,0.0008880981372675123,0.000553965960428382,-0.00041057568225539854,4.1679846709596904e-05,0.0005729916236627108,0.0003292319771625607
amt_credit_sum_limit_std,0.0003654441652483964,-7.106829263510139e-05,0.0004975148063077084,0.000205615985341856,0.0007332925138948232,0.0003461598356315365
amt_credit_sum_std,0.00040704906874435844,0.0005323266427946338,0.00017341145894518296,-0.0001551078280638052,0.0008012924299430013,0.0003517943544726743
bureau_days_enddate_fact_loan_1,0.0007050771739697704,0.0003453872200401387,8.31958889665474e-05,7.959825783869779e-05,0.0005465703533515054,0.00035196577883333196
amt_credit_sum_debt_std,0.00037108346363960986,0.00018407373701334606,0.0011238562831407783,7.170281184420979e-06,0.00011478450363333614,0.00036019365372229827
amt_req_credit_breau_year,0.00020124108602668223,0.0004930035817182876,0.00029146736217871004,0.00048236771221099595,0.0003509172451918952,0.0003637993974653142
bureau_days_credit_enddate_first_cluster_values_loan_1,0.0007528791674899394,0.0002449119241123565,0.00032692870651735985,0.00011108118814959767,0.00042461710538630457,0.0003720836183311116
bureau_balance_status_0_sum_loan_1,0.0007234350494628395,0.00032038545022046173,0.000284818114765395,0.0003994501837523812,0.00015485187355359641,0.00037658813435093475
amt_credit_sum_limit_mean,0.0006291268662738325,0.0004171524845622665,0.00047011235554401677,0.00036862247125224457,3.098972075448181e-05,0.00038320077967736845
days_credit_update_min,0.00034578406220002743,0.0004575251075022546,0.0008991233546133514,-8.348531252009295e-05,0.0003128123208170575,0.0003863519065225196
days_credit_update_max,0.00040875848776058545,0.00013503660795768368,0.0007496548249406709,0.00010315326676235692,0.0005835241524291046,0.0003960254679700803
days_registration,1.0124471292005666e-06,0.0010249758501739592,0.00021186446499832368,0.0002517963504675258,0.0005182758720139846,0.00040158499695659873
name_income_type,0.00014486630260943656,0.00023266870110849602,0.0007499845750807311,0.00016314637990928472,0.0007389357048869672,0.00040592033271898305
bureau_days_credit_loan_2,0.00024664668107214903,0.0005245400428960378,0.00048549105985813413,0.0007145171639105552,0.0002729491194765288,0.000448828813442681
log_amt_credit_sum_std,0.0002693180738196022,0.0007766515117333172,0.0005400850497700116,-2.771043168456888e-05,0.0006912659108716523,0.00044992202290200284
amt_req_credit_breau_qrt,0.000668755410163957,0.0006409350617660569,0.00026599345011306673,0.0003383511228954861,0.0003603297022736207,0.0004548729494424374
balance_is_delincuency_mean_mean,0.00037214266105929373,0.0005970322565904907,0.0006109138809938352,0.0001362806653043114,0.000574362622815161,0.00045814641735261844
bureau_days_enddate_fact_loan_2,0.0014917764294193336,7.707231466613784e-05,0.0009938355174112124,-0.00017870173608409702,4.0398251517337334e-05,0.00048487615538598476
flag_document_3,0.0007253214772122262,0.0002676489813898897,0.00034418741487682867,0.00028346485445032157,0.0009260679872804322,0.0005093381430419398
bureau_amt_credit_max_overdue_loan_2,0.0001361314926218604,0.0006840673793307328,0.00041689910512556774,0.0009351635460592034,0.00038156501926891464,0.0005107653084812558
ratio_annuity_income,-0.00019080042574741717,0.0005735554027324951,0.000500744145071308,0.00038220896214273824,0.0013060499861792918,0.0005143516140756832
bureau_amt_credit_sum_loan_2,0.0008190847161762882,0.00017190902594768075,0.0008016786194966485,0.00042879758934666334,0.00035624347517191344,0.0005155426852278389
ratio_debt_income,0.0011698107480081267,0.00022629281798880463,0.0003572136160271411,0.00022080483351472058,0.0006701872896919259,0.0005288618610461437
bureau_amt_credit_sum_debt_loan_1,0.0009765639616435618,0.0005224559078115476,0.0008413374975447141,-0.0001825481073068458,0.0004897679417065204,0.0005295154402798995
days_credit_mean,0.00079346769825972,0.00040334544650015846,0.000926372350225213,0.0008418888654737388,-0.0002867001588803264,0.0005356748403157008
def_30_cnt_social_circle,0.0002530718125893339,0.0005960776227975862,0.0008645563326243888,0.0005752366288254374,0.00041714889000818987,0.0005412182573689872
bureau_days_credit_loan_1,0.0009658838399531078,0.0007740381348114944,0.0005284670672915049,0.00040295038870243884,0.00017164830862756997,0.0005685975478772231
days_credit_min,0.00023858493251769364,0.0004142503978316281,0.0006249821496863816,0.0003551715918912679,0.0012225778753217175,0.0005711133894497377
bureau_amt_credit_sum_debt_is_missing_loan_2,0.00031663472081326914,0.0006022914858267337,0.000842500187973716,0.0006302538694582082,0.00046589949251962803,0.000571515951318311
bureau_completetitud_ratio_loan_1,0.0005888520263840569,0.0009359754308738033,0.0006408651147666644,0.00019968833401429187,0.0006687641775803943,0.0006068290167238422
credit_active_active_sum,0.00043652994463339034,0.00044984663995475407,0.0009045595925827543,0.00018574068820846889,0.0010661661823730296,0.0006085686095504795
bureau_amt_credit_sum_debt_loan_2,0.0007632548769840319,0.00031472937882432995,0.00024442907569293125,0.0006527264842533409,0.0010763564075238151,0.0006102992446556898
days_credit_update_mean,0.0010290920169657492,0.0002477201533897189,0.0004356284848349157,0.001050723483405669,0.0003545929935053982,0.0006235514264202901
ratio_days_employed_days_lived,9.395131074305674e-05,-9.050213855272826e-05,0.000927242048376109,0.0008818446613967801,0.0014105985765879626,0.0006446268917102361
bureau_completetitud_ratio_loan_2,0.00043316749244746153,0.0011197554618641802,0.001134871508058044,0.00022671820994439872,0.0003331367318406553,0.0006495298808309479
bureau_days_credit_update_loan_2,0.0014208333990126886,0.0003048879073818345,0.0008962994229483545,0.0004897867334902495,0.00041111699345055543,0.0007045848912567365
amt_credit_sum_debt_sum,-8.258278210431236e-05,0.0011633913264501139,0.0007967669840227787,0.0005844774839413924,0.0013363568843931307,0.0007596819793406207
amt_credit_sum_sum,0.0007061670624197048,0.0004406025729868368,0.0011607486859876559,0.0007932300212108335,0.0007021746523708349,0.0007605845989951731
amt_credit_sum_max,0.0006358003810133627,0.0014672407350141193,0.000580376305792285,0.0006536104573019452,0.000615551849110485,0.0007905159456464394
days_enddate_fact_max,0.0010913876711340365,0.0014580416339743385,0.00024462071619644197,0.0008415227143441228,0.00042001296113538535,0.000811117139356865
log_amt_credit_sum_mean,0.0014344548634028786,0.0006107425822198254,0.0005475422564009014,0.000472496620355467,0.0010258136189294832,0.0008182099882617109
bureau_amt_credit_sum_loan_1,0.0005660675050711105,0.000829884747008669,0.001067654582859845,0.0006770191485227839,0.0010218830168291283,0.0008325018000583074
days_employed,0.001166161013503153,0.00018608435637392783,0.0009562043886011118,0.0011024235946532456,0.0009309412628411451,0.0008683629231945166
amt_credit,0.0005986770816939879,0.0015682295703917104,0.0007207285288326926,0.0003652575209592612,0.0013066114497738645,0.0009119008303303033
days_last_phone_change,0.0006639983004591565,0.0014878144315242149,0.0009199111745910483,0.0007383944286529998,0.0007849507339789064,0.0009190138138412652
amt_credit_sum_mean,0.0014442217485041375,0.0006542064342867304,0.0004864199988349416,0.0001606532690017426,0.002243069547528109,0.0009977141996311322
bureau_credit_type_loan_2,0.0007191793455446404,0.0006968466247484706,0.0005665428591691945,0.0027262703082592933,0.0006324457282792073,0.0010682569732001614
bureau_amt_credit_max_overdue_loan_1,0.0009217569188814334,0.0006965878922251312,0.0012688439223818015,0.0012439153114135015,0.0012200989403793106,0.0010702405970562357
ratio_debt_age,0.0010889223962772033,0.001953273527245214,0.00047030720789951184,0.0008545043064387192,0.0011696757260405422,0.001107336632780238
region_raiting_client_city,0.0010631333658418062,0.0011666502856266582,0.001140681391478404,0.000792955586299815,0.001790518825199583,0.0011907878908892532
family_status,0.0010464367315847101,0.0012728351838175334,0.0007850312336371345,0.0016256035966575766,0.0013705954555215173,0.0012201004402436944
education_type_Higher education,0.0010744080370272524,0.0011185420955478254,0.0020223080038107356,0.0011199692284592278,0.0012755785395121232,0.001322161180871433
ext_1_x_3,0.0008601560953654496,0.002505734199696419,0.0006158333676615557,0.0010970598017903343,0.0015687956737962193,0.0013295158276619957
ext_1_x_2,0.0014511165241602563,0.0017817931051051562,0.0007818440058221521,0.0016162488992314428,0.0015547715767638692,0.0014371548222165752
bureau_credit_type_loan_1,0.001335368871907261,0.0009242036363711126,0.0026406255605686104,0.0012121997002677797,0.0012831491961182938,0.0014791093930466115
ext_source_2,0.0014165844756710566,0.001648713228768761,0.0008103185014135539,0.0011224430682547526,0.0024840566469293444,0.0014964231842074936
kui_ratio,0.0018278696203490208,0.0016124846086713828,0.0012941272645613732,0.0007025344577922699,0.0022482565716583024,0.0015370545046064696
bureau_days_credit_enddate_loan_2,0.0012448510309668536,0.0017722396297265909,0.0007612092841237983,0.0027382537281224416,0.0013350512049086882,0.0015703209755696744
days_id_publish,0.0007654146690270425,0.0017134059951566139,0.002131483136226331,0.0014703794281764049,0.002424034653832807,0.0017009435764838402
bureau_days_credit_enddate_loan_1,0.002431470471180042,0.0016850050152891426,0.0030068230835505138,0.0009409584408367922,0.0008595550752596104,0.0017847624172232204
occupation_type,0.0027430215440006124,0.0017658719546731483,0.0015042120066715904,0.002368508536155134,0.0012525813761703696,0.001926839083534171
documents_count,0.0024280548449997275,0.0018766390950703427,0.002061295961660403,0.0017593586756617708,0.0015135577217412876,0.0019277812598267063
completetitud_ratio_mean,0.003253920851394243,0.0020649667516396074,0.0013246587729313975,0.001755519441888076,0.0022656366004874416,0.0021329404836681527
ext_2_x_3,0.002938976635357582,0.0021417910399556205,0.002172495631461957,0.0035573270243804966,0.002070360418936756,0.0025761901500184828
ext_source_3,0.001935725752204398,0.0012955190671006366,0.0036454994996059976,0.003023218517463144,0.003427776649853409,0.0026655478972455173
own_car_age,0.0016761435155832282,0.002640231216515754,0.002805455664677958,0.003158928543726369,0.0031095317315094073,0.0026780581344025434
ext_source_1,0.001795321782659287,0.003096754939934598,0.003265466745638812,0.003647756004081826,0.0025664954220549372,0.002874358978873892
amt_annuity,0.002894835439388155,0.0046184508414789825,0.003698401914123983,0.003954305152699611,0.002689846796466444,0.0035711680288314355
ratio_good_credit,0.003399779259403446,0.004555268002410129,0.003093386420917099,0.0034886704757352894,0.003378864354393274,0.0035831937025718476
code_gender,0.0025301978058675178,0.00414645241505811,0.004209285162257581,0.004278632615958266,0.004284285615566752,0.0038897707229416456
amt_goods_price,0.00245175617162634,0.00821033418167505,0.0064702930115136505,0.0037018603649977997,0.004645503379775251,0.005095949421917619
completetitud_ratio_min,0.008319447932029966,0.005404416724052075,0.004413454029831043,0.0034125656422700824,0.005016489468327845,0.0053132747593022025
days_birth,0.004321093299579526,0.0067262558477877874,0.005576325036254781,0.004924568174437205,0.005912134909457611,0.005492075453503382
credit_duration,0.014546032393319041,0.016020364540707033,0.014977735281248327,0.015854091958171047,0.014483782946812207,0.015176401424051533
ext_source_mean,0.06971994502608363,0.06394085969779977,0.06805322437056391,0.06928783494669362,0.06454735790152386,0.06710984438853296
